filename,color,true_level,pred_level,confidence,correct,error_gap
lvl0_Scanned_Documents_(106)_1_1_Y_0001.png,Y,0,0,0.9756,True,0
lvl0_Scanned_Documents_(106)_1_1_Y_0002.png,Y,0,0,0.9732,True,0
lvl0_Scanned_Documents_(106)_1_1_Y_0003.png,Y,0,0,0.974,True,0
lvl0_Scanned_Documents_(106)_1_1_Y_0004.png,Y,0,0,0.9759,True,0
lvl0_Scanned_Documents_(106)_1_1_Y_0005.png,Y,0,0,0.9714,True,0
lvl0_Scanned_Documents_(106)_1_1_Y_0006.png,Y,0,0,0.9712,True,0
lvl0_Scanned_Documents_(106)_1_1_Y_0007.png,Y,0,0,0.966,True,0
lvl0_Scanned_Documents_(106)_1_1_Y_0008.png,Y,0,0,0.9656,True,0
lvl0_Scanned_Documents_(106)_1_1_Y_0009.png,Y,0,0,0.9747,True,0
lvl0_Scanned_Documents_(106)_1_1_Y_0010.png,Y,0,0,0.9704,True,0
lvl0_Scanned_Documents_(106)_1_1_Y_0011.png,Y,0,0,0.9684,True,0
lvl0_Scanned_Documents_(106)_1_1_Y_0012.png,Y,0,0,0.9729,True,0
lvl0_Scanned_Documents_(106)_1_1_Y_0013.png,Y,0,0,0.9587,True,0
lvl0_Scanned_Documents_(106)_1_1_Y_0014.png,Y,0,0,0.9478,True,0
lvl0_Scanned_Documents_(106)_1_1_Y_0015.png,Y,0,0,0.9582,True,0
lvl0_Scanned_Documents_(106)_1_1_Y_0016.png,Y,0,0,0.965,True,0
lvl0_Scanned_Documents_(106)_1_1_Y_0017.png,Y,0,0,0.9665,True,0
lvl0_Scanned_Documents_(106)_1_1_Y_0018.png,Y,0,0,0.9674,True,0
lvl0_Scanned_Documents_(106)_2_1_Y_0001.png,Y,0,0,0.9721,True,0
lvl0_Scanned_Documents_(106)_2_1_Y_0002.png,Y,0,0,0.9725,True,0
lvl0_Scanned_Documents_(106)_2_1_Y_0003.png,Y,0,0,0.9716,True,0
