filename,color,true_level,pred_level,confidence,correct,error_gap
scan_037_M_0027.png,K,0,4,0.1895,False,4
scan_145_Y_0008.png,K,0,4,0.1899,False,4
scan_077_M_0031.png,Y,0,4,0.1904,False,4
scan_136_C_0017.png,K,0,4,0.1916,False,4
scan_084_M_0024.png,K,0,4,0.1921,False,4
scan_023_M_0031.png,K,0,4,0.1924,False,4
scan_002_C_0025.png,Y,0,4,0.1926,False,4
scan_053_K_0026.png,C,0,4,0.1927,False,4
scan_130_C_0030.png,Y,0,4,0.1928,False,4
scan_159_K_0003.png,M,0,4,0.193,False,4
scan_175_C_0004.png,C,5,1,0.1931,False,4
scan_009_C_0011.png,Y,0,4,0.1938,False,4
scan_034_M_0012.png,Y,0,4,0.1939,False,4
scan_029_M_0006.png,K,0,4,0.194,False,4
scan_044_C_0018.png,C,4,0,0.1945,False,4
scan_181_M_0035.png,C,0,4,0.1947,False,4
scan_174_C_0000.png,C,5,1,0.1948,False,4
scan_041_M_0020.png,Y,0,4,0.195,False,4
scan_072_M_0024.png,Y,0,4,0.1952,False,4
scan_084_C_0030.png,Y,0,4,0.1956,False,4
scan_037_M_0018.png,C,0,4,0.1958,False,4
scan_158_K_0008.png,M,0,4,0.1962,False,4
scan_055_K_0009.png,C,0,4,0.1965,False,4
scan_002_M_0020.png,M,5,1,0.1967,False,4
scan_073_M_0004.png,M,5,1,0.2,False,4
scan_064_M_0005.png,M,5,1,0.2004,False,4
scan_035_C_0019.png,Y,0,4,0.2014,False,4
scan_035_M_0031.png,K,0,4,0.2033,False,4
scan_060_M_0011.png,M,5,1,0.2062,False,4
scan_064_M_0027.png,M,5,1,0.2068,False,4
scan_060_M_0009.png,M,5,1,0.207,False,4
scan_081_M_0005.png,M,5,1,0.2072,False,4
scan_060_M_0006.png,M,5,1,0.2077,False,4
scan_086_M_0005.png,M,5,1,0.2114,False,4
scan_002_M_0022.png,M,5,1,0.212,False,4
scan_175_M_0010.png,M,5,1,0.212,False,4
scan_081_M_0004.png,M,5,1,0.2135,False,4
scan_187_K_0010.png,K,5,1,0.2139,False,4
scan_079_M_0004.png,M,5,1,0.2141,False,4
scan_084_M_0004.png,M,5,1,0.2141,False,4
scan_025_M_0028.png,M,5,1,0.2144,False,4
scan_043_M_0004.png,M,5,1,0.2145,False,4
scan_158_M_0002.png,M,5,1,0.2154,False,4
scan_025_M_0029.png,M,5,1,0.2156,False,4
scan_075_M_0004.png,M,5,1,0.2162,False,4
scan_033_M_0008.png,M,5,1,0.2164,False,4
scan_069_M_0002.png,M,5,1,0.2164,False,4
scan_075_M_0005.png,M,5,1,0.2171,False,4
scan_151_M_0037.png,M,5,1,0.2172,False,4
scan_079_M_0005.png,M,5,1,0.2173,False,4
scan_083_M_0002.png,M,5,1,0.2174,False,4
scan_167_M_0000.png,M,5,1,0.2175,False,4
scan_073_M_0005.png,M,5,1,0.2178,False,4
scan_033_M_0007.png,M,5,1,0.2179,False,4
scan_077_M_0004.png,M,5,1,0.2187,False,4
scan_026_M_0029.png,M,5,1,0.2192,False,4
scan_175_M_0011.png,M,5,1,0.2193,False,4
scan_071_M_0005.png,M,5,1,0.2202,False,4
scan_039_M_0002.png,M,5,1,0.2207,False,4
scan_155_M_0002.png,M,5,1,0.2207,False,4
scan_042_M_0002.png,M,5,1,0.2209,False,4
scan_086_M_0004.png,M,5,1,0.2212,False,4
scan_036_M_0004.png,M,5,1,0.2223,False,4
scan_029_M_0027.png,M,5,1,0.2228,False,4
scan_036_M_0005.png,M,5,1,0.223,False,4
scan_064_M_0023.png,M,5,1,0.223,False,4
scan_035_M_0005.png,M,5,1,0.2233,False,4
scan_151_M_0039.png,M,5,1,0.2234,False,4
scan_025_M_0025.png,M,5,1,0.2235,False,4
scan_078_M_0002.png,M,5,1,0.2235,False,4
scan_029_M_0029.png,M,5,1,0.2236,False,4
scan_035_M_0007.png,M,5,1,0.224,False,4
scan_087_M_0002.png,M,5,1,0.224,False,4
scan_151_M_0035.png,M,5,1,0.224,False,4
scan_043_M_0005.png,M,5,1,0.2243,False,4
scan_025_M_0027.png,M,5,1,0.2244,False,4
scan_041_M_0005.png,M,5,1,0.2244,False,4
scan_084_M_0005.png,M,5,1,0.2246,False,4
scan_064_M_0025.png,M,5,1,0.2248,False,4
scan_085_M_0002.png,M,5,1,0.2249,False,4
scan_037_M_0005.png,M,5,1,0.2255,False,4
scan_187_K_0006.png,K,5,1,0.2259,False,4
scan_164_M_0002.png,M,5,1,0.2273,False,4
scan_151_M_0031.png,M,5,1,0.2274,False,4
scan_025_M_0026.png,M,5,1,0.2276,False,4
scan_029_M_0023.png,M,5,1,0.2276,False,4
scan_029_M_0025.png,M,5,1,0.2278,False,4
scan_043_M_0006.png,M,5,1,0.229,False,4
scan_077_M_0005.png,M,5,1,0.2297,False,4
scan_041_M_0004.png,M,5,1,0.2299,False,4
scan_037_M_0004.png,M,5,1,0.2305,False,4
scan_035_M_0004.png,M,5,1,0.2309,False,4
scan_026_M_0027.png,M,5,1,0.231,False,4
scan_038_M_0002.png,M,5,1,0.2327,False,4
scan_045_M_0005.png,M,5,1,0.2327,False,4
scan_044_M_0005.png,M,5,1,0.2329,False,4
scan_044_M_0004.png,M,5,1,0.2337,False,4
scan_009_M_0024.png,M,5,1,0.2365,False,4
scan_009_M_0025.png,M,5,1,0.2384,False,4
scan_089_M_0002.png,M,5,1,0.2414,False,4
scan_153_K_0006.png,K,4,1,0.1923,False,3
scan_153_K_0008.png,K,4,1,0.1955,False,3
scan_128_K_0003.png,K,4,1,0.1966,False,3
scan_002_M_0025.png,M,4,1,0.197,False,3
scan_154_K_0013.png,K,4,1,0.1975,False,3
scan_136_C_0012.png,C,4,1,0.1981,False,3
scan_128_K_0004.png,K,4,1,0.1983,False,3
scan_184_K_0005.png,K,4,1,0.1985,False,3
scan_110_C_0000.png,C,3,0,0.1989,False,3
scan_016_Y_0004.png,Y,0,3,0.1991,False,3
scan_002_M_0024.png,M,4,1,0.1994,False,3
scan_160_K_0006.png,K,4,1,0.1996,False,3
scan_154_K_0012.png,K,4,1,0.2016,False,3
scan_136_C_0018.png,C,4,1,0.2019,False,3
scan_128_K_0005.png,K,4,1,0.2019,False,3
scan_064_K_0030.png,K,4,1,0.2025,False,3
scan_064_K_0031.png,K,4,1,0.2032,False,3
scan_128_K_0006.png,K,4,1,0.2034,False,3
scan_170_K_0008.png,K,4,1,0.2034,False,3
scan_034_M_0030.png,M,4,1,0.2036,False,3
scan_064_K_0026.png,K,4,1,0.2042,False,3
scan_136_C_0019.png,C,4,1,0.2043,False,3
scan_065_M_0002.png,M,4,1,0.2054,False,3
scan_128_K_0002.png,K,4,1,0.2054,False,3
scan_153_K_0007.png,K,4,1,0.2058,False,3
scan_037_M_0028.png,M,4,1,0.2059,False,3
scan_138_M_0000.png,M,4,1,0.2063,False,3
scan_141_K_0017.png,K,4,1,0.2065,False,3
scan_064_K_0027.png,K,4,1,0.2068,False,3
scan_058_K_0006.png,K,4,1,0.207,False,3
scan_028_M_0011.png,M,4,1,0.2073,False,3
scan_184_K_0006.png,K,4,1,0.2073,False,3
scan_037_M_0023.png,M,4,1,0.2074,False,3
scan_080_M_0009.png,M,4,1,0.2074,False,3
scan_153_K_0005.png,K,4,1,0.2074,False,3
scan_002_M_0021.png,M,4,1,0.2078,False,3
scan_136_C_0021.png,C,4,1,0.208,False,3
scan_128_K_0026.png,K,4,1,0.208,False,3
scan_128_K_0008.png,K,4,1,0.2082,False,3
scan_153_K_0010.png,K,4,1,0.2083,False,3
scan_180_Y_0023.png,Y,4,1,0.2085,False,3
scan_034_M_0016.png,M,4,1,0.2085,False,3
scan_128_K_0007.png,K,4,1,0.2085,False,3
scan_064_K_0022.png,K,4,1,0.2086,False,3
scan_064_K_0033.png,K,4,1,0.2086,False,3
scan_132_C_0000.png,C,4,1,0.2087,False,3
scan_141_K_0013.png,K,4,1,0.2087,False,3
scan_155_M_0004.png,M,4,1,0.2089,False,3
scan_064_K_0032.png,K,4,1,0.2089,False,3
scan_128_K_0020.png,K,4,1,0.2089,False,3
scan_072_M_0004.png,M,4,1,0.209,False,3
scan_128_K_0011.png,K,4,1,0.2091,False,3
scan_154_K_0005.png,K,4,1,0.2091,False,3
scan_162_K_0003.png,K,4,1,0.2094,False,3
scan_082_M_0002.png,M,4,1,0.2095,False,3
scan_156_K_0004.png,K,4,1,0.2096,False,3
scan_160_K_0005.png,K,4,1,0.2096,False,3
scan_041_M_0008.png,M,4,1,0.2098,False,3
scan_174_M_0005.png,M,4,1,0.2098,False,3
scan_029_M_0033.png,M,4,1,0.2099,False,3
scan_136_C_0020.png,C,4,1,0.2099,False,3
scan_128_K_0010.png,K,4,1,0.21,False,3
scan_035_M_0018.png,M,4,1,0.2101,False,3
scan_057_M_0005.png,M,4,1,0.2101,False,3
scan_128_K_0009.png,K,4,1,0.2101,False,3
scan_159_K_0006.png,K,4,1,0.2101,False,3
scan_055_M_0013.png,M,4,1,0.2102,False,3
scan_141_K_0012.png,K,4,1,0.2102,False,3
scan_064_K_0025.png,K,4,1,0.2103,False,3
scan_034_M_0006.png,M,4,1,0.2104,False,3
scan_064_M_0021.png,M,4,1,0.2104,False,3
scan_055_M_0012.png,M,4,1,0.2105,False,3
scan_060_M_0002.png,M,4,1,0.2105,False,3
scan_086_M_0029.png,M,4,1,0.2106,False,3
scan_159_K_0005.png,K,4,1,0.2107,False,3
scan_002_M_0027.png,M,4,1,0.2108,False,3
scan_033_M_0006.png,M,4,1,0.2109,False,3
scan_162_K_0004.png,K,4,1,0.211,False,3
scan_184_K_0003.png,K,4,1,0.2112,False,3
scan_134_C_0010.png,C,4,1,0.2113,False,3
scan_153_K_0012.png,K,4,1,0.2115,False,3
scan_159_K_0004.png,K,4,1,0.2116,False,3
scan_128_K_0012.png,K,4,1,0.2117,False,3
scan_167_Y_0000.png,Y,4,1,0.2118,False,3
scan_132_C_0002.png,C,4,1,0.2118,False,3
scan_167_K_0011.png,K,4,1,0.2118,False,3
scan_082_M_0001.png,M,4,1,0.2123,False,3
scan_174_M_0004.png,M,4,1,0.2123,False,3
scan_081_M_0021.png,M,4,1,0.2124,False,3
scan_029_M_0031.png,M,4,1,0.2125,False,3
scan_134_C_0009.png,C,4,1,0.2125,False,3
scan_128_K_0030.png,K,4,1,0.2125,False,3
scan_184_K_0007.png,K,4,1,0.2125,False,3
scan_184_K_0004.png,K,4,1,0.2126,False,3
scan_156_K_0008.png,K,4,1,0.2128,False,3
scan_034_M_0015.png,M,4,1,0.213,False,3
scan_126_K_0012.png,K,4,1,0.213,False,3
scan_154_K_0004.png,K,4,1,0.213,False,3
scan_058_K_0008.png,K,4,1,0.2132,False,3
scan_128_K_0023.png,K,4,1,0.2132,False,3
scan_058_K_0009.png,K,4,1,0.2133,False,3
scan_037_M_0027.png,M,4,1,0.2134,False,3
scan_058_K_0005.png,K,4,1,0.2135,False,3
scan_187_K_0011.png,K,4,1,0.2135,False,3
scan_026_M_0028.png,M,4,1,0.2137,False,3
scan_033_M_0005.png,M,4,1,0.2137,False,3
scan_136_C_0011.png,C,4,1,0.2137,False,3
scan_002_M_0018.png,M,4,1,0.2138,False,3
scan_151_M_0030.png,M,4,1,0.2138,False,3
scan_161_K_0008.png,K,4,1,0.2138,False,3
scan_151_M_0032.png,M,4,1,0.2139,False,3
scan_141_K_0015.png,K,4,1,0.214,False,3
scan_034_M_0029.png,M,4,1,0.2141,False,3
scan_128_K_0018.png,K,4,1,0.2141,False,3
scan_028_M_0016.png,M,4,1,0.2142,False,3
scan_035_M_0017.png,M,4,1,0.2143,False,3
scan_042_M_0007.png,M,4,1,0.2143,False,3
scan_075_M_0020.png,M,4,1,0.2144,False,3
scan_027_M_0015.png,M,4,1,0.2145,False,3
scan_075_M_0022.png,M,4,1,0.2145,False,3
scan_128_K_0027.png,K,4,1,0.2145,False,3
scan_035_M_0020.png,M,4,1,0.2146,False,3
scan_063_M_0002.png,M,4,1,0.2147,False,3
scan_175_M_0008.png,M,4,1,0.2148,False,3
scan_036_M_0028.png,M,4,1,0.2149,False,3
scan_064_K_0024.png,K,4,1,0.2149,False,3
scan_035_M_0016.png,M,4,1,0.2151,False,3
scan_162_K_0006.png,K,4,1,0.2151,False,3
scan_036_M_0002.png,M,4,1,0.2152,False,3
scan_079_M_0017.png,M,4,1,0.2152,False,3
scan_034_M_0023.png,M,4,1,0.2154,False,3
scan_038_M_0005.png,M,4,1,0.2154,False,3
scan_086_M_0031.png,M,4,1,0.2154,False,3
scan_037_M_0031.png,M,4,1,0.2155,False,3
scan_042_M_0008.png,M,4,1,0.2155,False,3
scan_075_M_0026.png,M,4,1,0.2155,False,3
scan_171_M_0012.png,M,4,1,0.2157,False,3
scan_136_C_0017.png,C,4,1,0.2157,False,3
scan_026_M_0031.png,M,4,1,0.2158,False,3
scan_128_K_0017.png,K,4,1,0.2158,False,3
