filename,color,true_level,pred_level,confidence,correct,error_gap
lvl0_Scanned_Documents_(106)_1_1_C_0001.png,C,0,0,0.9664,True,0
lvl0_Scanned_Documents_(106)_1_1_C_0002.png,C,0,0,0.9694,True,0
lvl0_Scanned_Documents_(106)_1_1_C_0003.png,C,0,0,0.9662,True,0
lvl0_Scanned_Documents_(106)_1_1_C_0004.png,C,0,0,0.9666,True,0
lvl0_Scanned_Documents_(106)_1_1_C_0005.png,C,0,0,0.9688,True,0
lvl0_Scanned_Documents_(106)_1_1_C_0006.png,C,0,0,0.9661,True,0
lvl0_Scanned_Documents_(106)_1_1_C_0007.png,C,0,0,0.9673,True,0
lvl0_Scanned_Documents_(106)_1_1_C_0008.png,C,0,0,0.9648,True,0
lvl0_Scanned_Documents_(106)_1_1_C_0009.png,C,0,0,0.9688,True,0
lvl0_Scanned_Documents_(106)_1_1_C_0010.png,C,0,0,0.9623,True,0
lvl0_Scanned_Documents_(106)_1_1_C_0011.png,C,0,0,0.966,True,0
lvl0_Scanned_Documents_(106)_1_1_C_0012.png,C,0,0,0.9712,True,0
lvl0_Scanned_Documents_(106)_1_1_C_0013.png,C,0,0,0.9633,True,0
lvl0_Scanned_Documents_(106)_1_1_C_0014.png,C,0,0,0.969,True,0
lvl0_Scanned_Documents_(106)_1_1_C_0015.png,C,0,0,0.9735,True,0
lvl0_Scanned_Documents_(106)_1_1_C_0016.png,C,0,0,0.9643,True,0
lvl0_Scanned_Documents_(106)_1_1_C_0017.png,C,0,0,0.9679,True,0
lvl0_Scanned_Documents_(106)_1_1_C_0018.png,C,0,0,0.9717,True,0
lvl0_Scanned_Documents_(106)_2_1_C_0001.png,C,0,0,0.9683,True,0
lvl0_Scanned_Documents_(106)_2_1_C_0002.png,C,0,0,0.9636,True,0
lvl0_Scanned_Documents_(106)_2_1_C_0003.png,C,0,0,0.9674,True,0
lvl0_Scanned_Documents_(106)_2_1_C_0004.png,C,0,0,0.9673,True,0
lvl0_Scanned_Documents_(106)_2_1_C_0005.png,C,0,0,0.9655,True,0
lvl0_Scanned_Documents_(106)_2_1_C_0006.png,C,0,0,0.9607,True,0
lvl0_Scanned_Documents_(106)_2_1_C_0007.png,C,0,0,0.9642,True,0
lvl0_Scanned_Documents_(106)_2_1_C_0008.png,C,0,0,0.9598,True,0
lvl0_Scanned_Documents_(106)_2_1_C_0009.png,C,0,0,0.9813,True,0
lvl0_Scanned_Documents_(106)_2_1_C_0010.png,C,0,0,0.9659,True,0
lvl0_Scanned_Documents_(106)_2_1_C_0011.png,C,0,0,0.967,True,0
lvl0_Scanned_Documents_(106)_2_1_C_0012.png,C,0,0,0.9654,True,0
lvl0_Scanned_Documents_(106)_2_1_C_0013.png,C,0,0,0.9654,True,0
lvl0_Scanned_Documents_(106)_2_1_C_0014.png,C,0,0,0.9638,True,0
lvl0_Scanned_Documents_(106)_2_1_C_0015.png,C,0,0,0.9541,True,0
lvl0_Scanned_Documents_(106)_2_1_C_0016.png,C,0,0,0.9715,True,0
lvl0_Scanned_Documents_(106)_2_1_C_0017.png,C,0,0,0.9682,True,0
lvl0_Scanned_Documents_(106)_2_1_C_0018.png,C,0,0,0.9761,True,0
lvl0_Scanned_Documents_(106)_3_1_C_0001.png,C,0,0,0.9714,True,0
lvl0_Scanned_Documents_(106)_3_1_C_0002.png,C,0,0,0.9712,True,0
lvl0_Scanned_Documents_(106)_3_1_C_0003.png,C,0,0,0.9673,True,0
lvl0_Scanned_Documents_(106)_3_1_C_0004.png,C,0,0,0.9509,True,0
lvl0_Scanned_Documents_(106)_3_1_C_0005.png,C,0,0,0.9444,True,0
lvl0_Scanned_Documents_(106)_3_1_C_0006.png,C,0,0,0.9605,True,0
lvl0_Scanned_Documents_(106)_3_1_C_0007.png,C,0,0,0.9621,True,0
lvl0_Scanned_Documents_(106)_3_1_C_0008.png,C,0,0,0.9684,True,0
lvl0_Scanned_Documents_(106)_3_1_C_0009.png,C,0,0,0.9688,True,0
