filename,color,true_level,pred_level,confidence,correct,error_gap
lvl0_Scanned_Documents_(106)_1_1_C_0001.png,C,0,5,1.0,False,5
lvl0_Scanned_Documents_(106)_1_1_C_0002.png,C,0,5,1.0,False,5
lvl0_Scanned_Documents_(106)_1_1_C_0003.png,C,0,5,1.0,False,5
lvl0_Scanned_Documents_(106)_1_1_C_0004.png,C,0,5,1.0,False,5
lvl0_Scanned_Documents_(106)_1_1_C_0005.png,C,0,5,1.0,False,5
lvl0_Scanned_Documents_(106)_1_1_C_0006.png,C,0,5,1.0,False,5
lvl0_Scanned_Documents_(106)_1_1_C_0007.png,C,0,5,1.0,False,5
lvl0_Scanned_Documents_(106)_1_1_C_0008.png,C,0,5,1.0,False,5
lvl0_Scanned_Documents_(106)_1_1_C_0009.png,C,0,5,1.0,False,5
lvl0_Scanned_Documents_(106)_1_1_C_0010.png,C,0,5,1.0,False,5
lvl0_Scanned_Documents_(106)_1_1_C_0011.png,C,0,5,1.0,False,5
lvl0_Scanned_Documents_(106)_1_1_C_0012.png,C,0,5,1.0,False,5
lvl0_Scanned_Documents_(106)_1_1_C_0013.png,C,0,5,1.0,False,5
lvl0_Scanned_Documents_(106)_1_1_C_0014.png,C,0,5,1.0,False,5
lvl0_Scanned_Documents_(106)_1_1_C_0015.png,C,0,5,1.0,False,5
lvl0_Scanned_Documents_(106)_1_1_C_0016.png,C,0,5,1.0,False,5
lvl0_Scanned_Documents_(106)_1_1_C_0017.png,C,0,5,1.0,False,5
lvl0_Scanned_Documents_(106)_1_1_C_0018.png,C,0,5,1.0,False,5
lvl0_Scanned_Documents_(106)_2_1_C_0001.png,C,0,5,1.0,False,5
lvl0_Scanned_Documents_(106)_2_1_C_0002.png,C,0,5,1.0,False,5
lvl0_Scanned_Documents_(106)_2_1_C_0003.png,C,0,5,1.0,False,5
lvl0_Scanned_Documents_(106)_2_1_C_0004.png,C,0,5,1.0,False,5
lvl0_Scanned_Documents_(106)_2_1_C_0005.png,C,0,5,1.0,False,5
lvl0_Scanned_Documents_(106)_2_1_C_0006.png,C,0,5,1.0,False,5
lvl0_Scanned_Documents_(106)_2_1_C_0007.png,C,0,5,1.0,False,5
lvl0_Scanned_Documents_(106)_2_1_C_0008.png,C,0,5,1.0,False,5
lvl0_Scanned_Documents_(106)_2_1_C_0009.png,C,0,5,1.0,False,5
lvl0_Scanned_Documents_(106)_2_1_C_0010.png,C,0,5,1.0,False,5
lvl0_Scanned_Documents_(106)_2_1_C_0011.png,C,0,5,1.0,False,5
lvl0_Scanned_Documents_(106)_2_1_C_0012.png,C,0,5,1.0,False,5
lvl0_Scanned_Documents_(106)_2_1_C_0013.png,C,0,5,1.0,False,5
lvl0_Scanned_Documents_(106)_2_1_C_0014.png,C,0,5,1.0,False,5
lvl0_Scanned_Documents_(106)_2_1_C_0015.png,C,0,5,1.0,False,5
lvl0_Scanned_Documents_(106)_2_1_C_0016.png,C,0,5,1.0,False,5
lvl0_Scanned_Documents_(106)_2_1_C_0017.png,C,0,5,1.0,False,5
lvl0_Scanned_Documents_(106)_2_1_C_0018.png,C,0,5,1.0,False,5
lvl0_Scanned_Documents_(106)_3_1_C_0001.png,C,0,5,1.0,False,5
lvl0_Scanned_Documents_(106)_3_1_C_0002.png,C,0,5,1.0,False,5
lvl0_Scanned_Documents_(106)_3_1_C_0003.png,C,0,5,1.0,False,5
